"Fiscal Year","Budget Type","Dept ID","Department","APU","IPU","Appropriation","Fund","Amount"
"2016","EXP","100246","Executive","Office of Management and Budget","Food Distribution","Food Processing","ASF","500.0"
"2016","EXP","100246","Executive","Office of Management and Budget","Food Distribution","Truck Leases","ASF","10.0"
"2016","EXP","100247","Executive","Office of Management and Budget","PHRST","Personnel Costs","GF","2,614.3"
"2016","EXP","100247","Executive","Office of Management and Budget","PHRST","Travel","GF","3.0"
"2016","EXP","100247","Executive","Office of Management and Budget","PHRST","Contractual Services","GF","510.4"
"2016","EXP","100247","Executive","Office of Management and Budget","PHRST","Energy","GF","1.5"
"2016","EXP","100247","Executive","Office of Management and Budget","PHRST","Supplies and Materials","GF","15.3"
"2016","EXP","100247","Executive","Office of Management and Budget","PHRST","Capital Outlay","GF","16.0"
"2016","EXP","100247","Executive","Office of Management and Budget","PHRST","Personnel Costs","ASF","572.1"
"2016","EXP","100247","Executive","Office of Management and Budget","PHRST","Travel","ASF","1.0"
"2016","EXP","100247","Executive","Office of Management and Budget","PHRST","Contractual Services","ASF","21.3"
"2016","EXP","100247","Executive","Office of Management and Budget","PHRST","Supplies and Materials","ASF","5.0"
"2016","EXP","100247","Executive","Office of Management and Budget","PHRST","Capital Outlay","ASF","0.5"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Personnel Costs","GF","6,352.3"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Travel","GF","4.5"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Contractual Services","GF","9,902.6"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Energy","GF","5,578.5"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Supplies and Materials","GF","1,355.8"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Capital Outlay","GF","20.0"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Personnel Costs","ASF","105.9"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Travel","ASF","24.9"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Contractual Services","ASF","795.2"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Energy","ASF","606.3"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Supplies and Materials","ASF","235.0"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Capital Outlay","ASF","121.4"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Absalom Jones Building","ASF","348.6"
"2016","EXP","100250","Executive","Office of Management and Budget","Facilities Management","Leased Facilities","ASF","17.6"
"2016","EXP","100301","Executive","DE Economic Development Office","Office of the Director","Personnel Costs","GF","924.3"
"2016","EXP","100301","Executive","DE Economic Development Office","Office of the Director","Travel","GF","2.0"
"2016","EXP","100301","Executive","DE Economic Development Office","Office of the Director","Supplies and Materials","GF","3.3"
"2016","EXP","100301","Executive","DE Economic Development Office","Office of the Director","Contractual Services","ASF","102.5"
"2016","EXP","100301","Executive","DE Economic Development Office","Office of the Director","Supplies and Materials","ASF","12.7"
"2016","EXP","100301","Executive","DE Economic Development Office","Office of the Director","Capital Outlay","ASF","10.0"
"2016","EXP","100302","Executive","DE Economic Development Office","Delaware Tourism Office","Personnel Costs","ASF","665.1"
"2016","EXP","100302","Executive","DE Economic Development Office","Delaware Tourism Office","Travel","ASF","30.0"
"2016","EXP","100302","Executive","DE Economic Development Office","Delaware Tourism Office","Contractual Services","ASF","794.3"
"2016","EXP","100302","Executive","DE Economic Development Office","Delaware Tourism Office","Supplies and Materials","ASF","10.0"
"2016","EXP","100302","Executive","DE Economic Development Office","Delaware Tourism Office","Capital Outlay","ASF","10.0"
"2016","EXP","100302","Executive","DE Economic Development Office","Delaware Tourism Office","Juneteenth","ASF","12.0"
"2016","EXP","100302","Executive","DE Economic Development Office","Delaware Tourism Office","Kalmar Nyckel","ASF","95.0"
"2016","EXP","100302","Executive","DE Economic Development Office","Delaware Tourism Office","Main Street","ASF","0.0"
"2016","EXP","100302","Executive","DE Economic Development Office","Delaware Tourism Office","National HS Wrestling Tournament","ASF","21.2"
"2016","EXP","100302","Executive","DE Economic Development Office","Delaware Tourism Office","Northeast Old Car Rally","ASF","6.0"
"2016","EXP","100302","Executive","DE Economic Development Office","Delaware Tourism Office","Tourism Marketing","ASF","775.0"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Personnel Costs","GF","1,781.9"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Travel","GF","2.3"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Supplies and Materials","GF","12.4"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Capital Outlay","GF","10.0"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","DE Small Business Dev Ctr","GF","125.5"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Personnel Costs","ASF","307.1"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Travel","ASF","20.0"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Contractual Services","ASF","318.0"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Energy","ASF","1.5"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Supplies and Materials","ASF","10.0"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Capital Outlay","ASF","30.0"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Blue Collar","ASF","1,700.1"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","DE Business Marketing Pgm","ASF","300.0"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","DE Small Business Dev Ctr","ASF","400.0"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","General Operating","ASF","320.9"
"2016","EXP","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Main Street","ASF","25.0"
"2016","EXP","100701","Executive","Criminal Justice","Criminal Justice Council","Personnel Costs","GF","1,011.5"
"2016","EXP","100701","Executive","Criminal Justice","Criminal Justice Council","Contractual Services","GF","7.9"
"2016","EXP","100701","Executive","Criminal Justice","Criminal Justice Council","Board of Parole","GF","171.0"
"2016","EXP","100701","Executive","Criminal Justice","Criminal Justice Council","Dom. Violence Coord. Council","GF","8.4"
"2016","EXP","100701","Executive","Criminal Justice","Criminal Justice Council","Other Grants","GF","117.2"
"2016","EXP","100701","Executive","Criminal Justice","Criminal Justice Council","SENTAC","GF","1.9"
"2016","EXP","100701","Executive","Criminal Justice","Criminal Justice Council","Video Phone Fund","ASF","212.5"
"2016","EXP","100702","Executive","Criminal Justice","Delaware Justice Information System","Personnel Costs","GF","1,063.0"
"2016","EXP","100702","Executive","Criminal Justice","Delaware Justice Information System","Travel","GF","2.6"
"2016","EXP","100702","Executive","Criminal Justice","Delaware Justice Information System","Contractual Services","GF","810.9"
"2016","EXP","100702","Executive","Criminal Justice","Delaware Justice Information System","Supplies and Materials","GF","12.9"
"2016","EXP","100702","Executive","Criminal Justice","Delaware Justice Information System","VINE","GF","127.5"
"2016","EXP","100702","Executive","Criminal Justice","Delaware Justice Information System","Travel","ASF","1.0"
"2016","EXP","100702","Executive","Criminal Justice","Delaware Justice Information System","Contractual Services","ASF","251.4"
"2016","EXP","100702","Executive","Criminal Justice","Delaware Justice Information System","Supplies and Materials","ASF","7.6"
"2016","EXP","100703","Executive","Criminal Justice","Statistical Analysis Center","Personnel Costs","GF","443.1"
"2016","EXP","100703","Executive","Criminal Justice","Statistical Analysis Center","Travel","GF","0.8"
"2016","EXP","100703","Executive","Criminal Justice","Statistical Analysis Center","Contractual Services","GF","85.8"
"2016","EXP","100703","Executive","Criminal Justice","Statistical Analysis Center","Supplies and Materials","GF","3.4"
"2016","EXP","100801","Executive","DE State Housing Authority","DE State Housing Authority","Housing Development Fund","GF","4,000.0"
"2016","EXP","100801","Executive","DE State Housing Authority","DE State Housing Authority","State Rental Assistance Program","GF","3,000.0"
"2016","EXP","100801","Executive","DE State Housing Authority","DE State Housing Authority","Personnel Costs","ASF","943.1"
"2016","EXP","100801","Executive","DE State Housing Authority","DE State Housing Authority","Home Improvement Insurance","ASF","1,000.0"
"2016","EXP","100801","Executive","DE State Housing Authority","DE State Housing Authority","Housing Development Fund","ASF","18,000.0"
"2016","EXP","110101","Technology and Information","Office of the Chief Information Officer","Chief Information Officer","Personnel Costs","GF","1,058.7"
"2016","EXP","110101","Technology and Information","Office of the Chief Information Officer","Chief Information Officer","Travel","GF","0.5"
"2016","EXP","110101","Technology and Information","Office of the Chief Information Officer","Chief Information Officer","Contractual Services","GF","90.4"
"2016","EXP","110101","Technology and Information","Office of the Chief Information Officer","Chief Information Officer","Supplies and Materials","GF","0.3"
"2016","EXP","110101","Technology and Information","Office of the Chief Information Officer","Chief Information Officer","Hardware and Software","GF","20.0"
"2016","EXP","110201","Technology and Information","Security Office","Chief Security Officer","Personnel Costs","GF","408.3"
"2016","EXP","110201","Technology and Information","Security Office","Chief Security Officer","Travel","GF","1.3"
"2016","EXP","110201","Technology and Information","Security Office","Chief Security Officer","Contractual Services","GF","8.4"
"2016","EXP","110201","Technology and Information","Security Office","Chief Security Officer","Supplies and Materials","GF","2.3"
"2016","EXP","110201","Technology and Information","Security Office","Chief Security Officer","Hardware and Software","GF","34.9"
"2016","EXP","110201","Technology and Information","Security Office","Chief Security Officer","Personnel Costs","ASF","71.5"
